,compound,date,negative,positive,source,text,tweets ago
133,0.0,Mon Sep 10 17:06:16 +0000 2018,0.0,0.0,@CBS,"This just in! The 54th #ACMawards will air LIVE from Las Vegas on Sunday, April 7, 2019 at 8/7c on CBS and… https://t.co/Q9e7qxe26l",34
134,-0.2263,Sun Sep 09 23:36:09 +0000 2018,0.083,0.0,@CBS,"Due to an NFL overrun, CBS is delayed 17 mins in the following markets: Kansas City, Miami, Tampa, NOLA, New York,… https://t.co/9eXZ9mA1Xb",35
135,0.6705,Sun Sep 09 14:00:00 +0000 2018,0.0,0.256,@CBS,Are you ready for some football? 🏈 Stream your favorite NFL games LIVE on #CBSAllAccess today:… https://t.co/eHt8guHoyv,36
136,0.4215,Sat Sep 08 16:20:43 +0000 2018,0.0,0.149,@CBS,An unforgettable night of inspiring stories and performances highlighting the 10 years of impact #StandUpToCancer c… https://t.co/8bp2XNKwfH,37
137,0.0,Sat Sep 08 00:00:00 +0000 2018,0.0,0.0,@CBS,The star-studded event is about to begin! Tune in now to watch #StandUpToCancer on CBS and @cbsallaccess. https://t.co/cD8TJuQBog,38
138,-0.5411,Fri Sep 07 23:15:09 +0000 2018,0.196,0.092,@CBS,"RT @cbsallaccess: Join #TellMeAStory's @daniellemcam, @BillyMagnussen &amp; Dorian Missick by standing up to cancer! Watch @SU2C tonight at 8/7…",39
139,0.0,Fri Sep 07 21:50:51 +0000 2018,0.0,0.0,@CBS,Tune in to a first-of-its-kind digital live show as lead up to @SU2C’s televised event tonight! The show will featu… https://t.co/hIVaLAXYmR,40
140,-0.296,Thu Sep 06 22:10:49 +0000 2018,0.121,0.0,@CBS,Hollywood legend Burt Reynolds has passed away at the age of 82. He will be missed. https://t.co/HSmcJ9X9iC,41
141,0.4753,Thu Sep 06 19:00:01 +0000 2018,0.0,0.192,@CBS,Here are @FBICBS’ @JeremySisto and @EboneeReigne with a powerful message before #StandUpToCancer airs tomorrow! https://t.co/OCqh91N1OO,42
142,0.0,Wed Sep 05 21:00:00 +0000 2018,0.0,0.0,@CBS,Here's everything you need to know before tuning into #StandUpToCancer this Friday at 8/7c: https://t.co/IT9ht84TZ1 https://t.co/OK4AOxw5mP,43
143,0.3612,Wed Sep 05 17:32:40 +0000 2018,0.0,0.111,@CBS,Survivor host @JeffProbst is here to break down the theme of #Survivor: David vs. Goliath before the new season beg… https://t.co/8TcA200eFQ,44
144,0.6908,Wed Sep 05 16:48:09 +0000 2018,0.0,0.533,@CBS,"Thanks, @StephenAtHome. 
P.S. Nice beard. #LSSC https://t.co/wppVtfR9cL",45
145,0.4215,Tue Sep 04 20:34:26 +0000 2018,0.0,0.135,@CBS,The biggest names in entertainment are coming together once again for #StandUpToCancer this Friday at 8/7c on @CBS… https://t.co/ntuGKLYvuW,46
146,0.6514,Sat Sep 01 15:25:34 +0000 2018,0.0,0.171,@CBS,RT @cbsallaccess: Stream #17 @WestVirginiaU vs. @UTKnoxville LIVE today at 3:30PM ET on CBS All Access! Try 1 month FREE using code BINGENO…,47
147,0.0,Fri Aug 31 21:26:49 +0000 2018,0.0,0.0,@CBS,"In just one week, @RWitherspoon, @McConaughey, Jennifer Garner, and more will attend the #​StandUpToCancer fundrais… https://t.co/iHKGOoWejA",48
148,0.0,Fri Aug 31 18:01:01 +0000 2018,0.0,0.0,@CBS,"Believe in miracles. Watch this sneak peek of the complete premiere episode of @GodFriendedMe now, a month before i… https://t.co/5AIUH5VmMk",49
149,-0.6908,Thu Aug 30 19:45:51 +0000 2018,0.239,0.0,@CBS,"RT @cbsallaccess: Money. Murder. Mystery. #OneDollar is now streaming, exclusively on CBS All Access. https://t.co/3qFdTEmVU5 https://t.co/…",50
150,0.6239,Thu Aug 30 15:32:47 +0000 2018,0.0,0.17,@CBS,RT @GodFriendedMe: It's a godsend! We're dropping the #GodFriendedMe pilot tomorrow right here on Twitter for you to stream a full month be…,51
151,0.0,Mon Aug 27 23:36:57 +0000 2018,0.0,0.0,@CBS,"It's almost time for sweater weather, pumpkin spice lattes, and CBS Fall TV premieres. Check out the storylines for… https://t.co/BpgDyYl8fc",52
152,-0.4389,Fri Aug 24 20:30:16 +0000 2018,0.112,0.0,@CBS,RT @cbsallaccess: #NFL preseason coverage is here! 🏈 The Detroit @Lions battle the Tampa Bay @Buccaneers tonight at 8PM ET. Stream the game…,53
153,0.0,Wed Aug 22 20:55:25 +0000 2018,0.0,0.0,@CBS,"@bigbangtheory 🎶...happy kitty, sleepy kitty, purr purr purr🎶 #TheBigBangTheory https://t.co/sEObppGJlZ",54
154,0.0,Wed Aug 22 20:10:12 +0000 2018,0.0,0.0,@CBS,"This is going to require multiple singings of ""Soft Kitty."" https://t.co/UdRGNeQ7Lb",55
155,0.5423,Mon Aug 20 21:59:56 +0000 2018,0.0,0.171,@CBS,Got to get more of the @PaulMcCartney #CarpoolKaraoke into your life? @latelateshow produced an hour-long bonus spe… https://t.co/DjPqajo6Xn,56
156,0.3182,Fri Aug 17 17:42:02 +0000 2018,0.0,0.113,@CBS,"How much does it cost to bury the truth? 
#OneDollar premieres August 30, exclusively on CBS All Access. https://t.co/ZL5TBH9ro5",57
157,0.0,Thu Aug 16 18:40:09 +0000 2018,0.0,0.0,@CBS,Things got carried away when @ArianaGrande joined @latelateshow for #CarpoolKaraoke. So did Ariana. #ArianaCarpool https://t.co/WSZcC0TaYz,58
158,-0.5267,Thu Aug 16 00:09:03 +0000 2018,0.188,0.092,@CBS,RT @cbsallaccess: Murder mystery set in a small town? We're in. Rediscover the genius of original #TwinPeaks co-creators @DAVID_LYNCH and @…,59
159,0.0,Sun Aug 12 23:30:02 +0000 2018,0.0,0.0,@CBS,New start times for @60Minutes 7:20ET/6:20CT @CBSBigBrother 8:20ET/7:20CT @NCISLA 9:20ET/8:20CT @Elementary_CBS 10:… https://t.co/Op9VcDsREa,60
160,0.4389,Sun Aug 12 15:04:59 +0000 2018,0.0,0.126,@CBS,Clear your schedules for the 100th #PGAChamp! Stream the Final Round LIVE on @cbsallaccess at 2 PM ET across all de… https://t.co/m6bH2pKTUN,61
161,-0.3182,Sat Aug 11 18:00:00 +0000 2018,0.103,0.0,@CBS,The fortune teller you’ll meet this Saturday lived a life of luxury... by scamming her victims out of hundreds of t… https://t.co/fJo6F2Eo5p,62
162,0.4926,Sat Aug 11 15:00:02 +0000 2018,0.0,0.144,@CBS,The 100th PGA Championship continues today! Stream it LIVE on @cbsallaccess at 2PM ET across all devices. Try 1 Wee… https://t.co/jbMg06eOND,63
163,0.8957,Fri Aug 10 22:28:55 +0000 2018,0.0,0.419,@CBS,"To celebrate the 100th PGA Championship, relive some of the tournament's greatest moments with Luke Wilson. 

Don't… https://t.co/wUuB93smr4",64
164,0.0,Fri Aug 10 19:59:14 +0000 2018,0.0,0.0,@CBS,"RT @TrueCrimeCBS: When Glenn Walp and Steve Doran uncovered theft at the Los Alamos National Laboratory, they HAD to blow their whistles. W…",65
165,0.6696,Thu Aug 09 21:00:00 +0000 2018,0.0,0.255,@CBS,Want to create your own @CBSBigBrother or @TKOCBS meme using one the photos here? It’s your lucky day! Head over to… https://t.co/JHJWykNkQT,66
166,0.7901,Thu Aug 09 18:47:00 +0000 2018,0.0,0.28,@CBS,Time to celebrate! Your favorite Daytime shows will premiere with new seasons this fall. See all of the @CBSDaytime… https://t.co/GNkK4Zf2kD,67
167,0.6696,Wed Aug 08 16:05:11 +0000 2018,0.0,0.209,@CBS,"Love is in the air, and the water! International smash hit #LoveIsland is coming to CBS. https://t.co/nepabuNoSU https://t.co/Cxgvkv463u",68
168,0.0,Tue Aug 07 16:06:57 +0000 2018,0.0,0.0,@CBS,The Executive Producers of @CBSBigBrother are teaming up with @KingJames and @MavCarter for an unprecedented televi… https://t.co/V88bDeHmQs,69
169,0.3612,Mon Aug 06 00:20:55 +0000 2018,0.0,0.111,@CBS,"RT @cbsallaccess: Executive Producer of Tell Me A Story, @kevwilliamson, says ""What I like about the show, there’s nothing else on TV like…",70
170,0.7424,Mon Aug 06 00:07:38 +0000 2018,0.082,0.3,@CBS,RT @TheNeighborhood: Feel the love in this new teaser for #TheNeighborhood from the #CBS #TCA18! 🤗 https://t.co/rPmCozH5XP,71
171,0.3818,Mon Aug 06 00:02:58 +0000 2018,0.0,0.106,@CBS,RT @TheNeighborhood: Find out why Cedric the Entertainer and the cast think #TheNeighborhood is the kind of show that everyone can relate t…,72
172,0.5093,Mon Aug 06 00:02:02 +0000 2018,0.0,0.141,@CBS,That's all for our #CBS #TCA18 panels! Tune in this fall to watch all your favorite new shows. 🙌 https://t.co/hM85o9eRi8,73
173,0.0,Sun Aug 05 23:58:41 +0000 2018,0.0,0.0,@CBS,"RT @MagnumPICBS: ""If there was ever a time to bring back #MagnumPI, it's now."" - @PLenkov 
#CBS #TCA2018",74
174,0.8316,Sun Aug 05 23:44:39 +0000 2018,0.0,0.306,@CBS,"RT @MagnumPICBS: ""There are a lot of easter eggs from the original that fans from the original series will love, and they're peppered throu…",75
175,0.0,Sun Aug 05 23:41:21 +0000 2018,0.0,0.0,@CBS,"RT @MagnumPICBS: ""What we are trying to do is introduce the show to a new audience...it's going to open it up for anyone that's new and the…",76
176,0.5994,Sun Aug 05 23:35:49 +0000 2018,0.0,0.157,@CBS,"RT @MagnumPICBS: ""This has been my white whale since I was a kid. I always loved #MagnumPI. Putting words in Magnum's mouth is something I'…",77
177,0.0,Sun Aug 05 23:35:46 +0000 2018,0.0,0.0,@CBS,RT @MagnumPICBS: It's #MagnumPI time at the #CBS #TCA2018! Follow along as we live tweet the panel!,78
178,0.5826,Sun Aug 05 23:16:25 +0000 2018,0.0,0.173,@CBS,RT @happytogether: Thanks for following along! That concludes the #HappyTogether panel at the #CBS #TCA2018! @MagnumPICBS is up next!,79
179,-0.5093,Sun Aug 05 23:12:39 +0000 2018,0.202,0.0,@CBS,"RT @happytogether: Question: Even though you're not playing @Harry_Styles, did you do a Harry crash course?
@itsfelixwot: Absolutely not. C…",80
180,0.0,Sun Aug 05 23:10:20 +0000 2018,0.0,0.0,@CBS,"RT @happytogether: ""The show is about marriage, it's about getting a bit older, it's about youthfulness, it's about something happening and…",81
181,0.6041,Sun Aug 05 23:05:58 +0000 2018,0.0,0.225,@CBS,"RT @happytogether: ""It's always good to have a little bit of truth in whatever you're making.""- @wayansjr 

#HappyTogether #CBS #TCA2018",82
182,0.3802,Sun Aug 05 23:01:25 +0000 2018,0.0,0.147,@CBS,"RT @happytogether: ""I thought I was still young and cool until I met @itsfelixwot!"" -@AmberoniStevens #HappyTogether #CBS #TCA2018",83
183,-0.2057,Sun Aug 05 22:58:41 +0000 2018,0.083,0.0,@CBS,"RT @happytogether: ""We never wanted to create a show where people think ""Oh, did @Harry_Styles do that?"" -@benwinston on emphasizing that #…",84
184,0.0,Sun Aug 05 22:58:36 +0000 2018,0.0,0.0,@CBS,RT @happytogether: .@wayansjr is quick to point out that the characters in #HappyTogether are fictional. #CBS #TCA2018,85
185,-0.0572,Sun Aug 05 22:53:12 +0000 2018,0.064,0.0,@CBS,"RT @happytogether: ""@Harry_Styles became part of the family. We didn't want him to move out."" -@benwinston #CBS #HappyTogether #TCA18",86
186,-0.3612,Sun Aug 05 22:52:24 +0000 2018,0.121,0.059,@CBS,"RT @happytogether: ""It's about Cooper who wants nothing but normality and a boring life, and Jake and Claire, who want more excitement."" -@…",87
187,0.4939,Sun Aug 05 22:49:06 +0000 2018,0.0,0.138,@CBS,"RT @happytogether: ""It's loosely inspired (by the time @Harry_Styles lived with @benwinston), because if we put what actually happened on t…",88
188,0.0,Sun Aug 05 22:46:49 +0000 2018,0.0,0.0,@CBS,RT @happytogether: It's time for the #HappyTogether panel at the #CBS #TCA18! Follow along here!,89
189,0.4926,Sun Aug 05 22:32:37 +0000 2018,0.0,0.175,@CBS,RT @GodFriendedMe: Thanks for following along during the #GodFriendedMe panel at #CBS #TCA18—@HappyTogether is up next!,90
190,0.2732,Sun Aug 05 22:32:30 +0000 2018,0.0,0.123,@CBS,"RT @GodFriendedMe: ""You don't have to believe in God to believe in good."" 🙌@JOEtheMORTON #GodFriendedMe #CBS",91
191,0.2716,Sun Aug 05 22:16:36 +0000 2018,0.0,0.095,@CBS,RT @GodFriendedMe: “It’s incredibly important to us that we’re not a show that’s preachy or judgmental. Whether you believe or don’t believ…,92
192,-0.4973,Sun Aug 05 22:16:29 +0000 2018,0.133,0.0,@CBS,"RT @GodFriendedMe: ""Our feet are on the ground. Our characters are not angels, they’re not heavenly, they’re just real people. The 'opposin…",93
193,0.0,Sun Aug 05 22:16:19 +0000 2018,0.0,0.0,@CBS,RT @GodFriendedMe: Follow along with us as we live-tweet the #GodFriendedMe panel at #CBS #TCA18 with stars @hall_m_brandon @violettbeane @…,94
194,-0.4019,Sun Aug 05 22:05:44 +0000 2018,0.114,0.0,@CBS,"RT @cbsallaccess: From the writer of Scream, The Vampire Diaries and The Following, comes a modern day twist on classic fairy tales. 

#Tel…",95
195,-0.6908,Sun Aug 05 22:00:47 +0000 2018,0.207,0.0,@CBS,"RT @cbsallaccess: Small town. Big murder. Follow the Money. 

#OneDollar premieres August 30, exclusively on CBS All Access. https://t.co/T…",96
196,0.0,Sun Aug 05 21:48:41 +0000 2018,0.0,0.0,@CBS,RT @cbsallaccess: That's a wrap on the #TellMeAStory panel! @GodFriendedMe is up next! #TCA18 #CBSAllAccess,97
197,0.8555,Sun Aug 05 21:48:36 +0000 2018,0.0,0.286,@CBS,"RT @cbsallaccess: ""What I love about New York City - besides being the best city in the world - it's textural, it's real, it has everything…",98
198,0.5994,Sun Aug 05 21:48:29 +0000 2018,0.0,0.234,@CBS,RT @cbsallaccess: Who's ready to see @KimCattrall play @daniellemcam's (AKA Little Red Riding Hood) grandmother? #TellMeAStory #TCA18 #CBSA…,99
199,0.6124,Sun Aug 05 21:31:15 +0000 2018,0.0,0.208,@CBS,"RT @cbsallaccess: ""What I like about this show is that there's nothing else on TV like it right now."" -@kevwilliamson #TellMeAStory #TCA18…",100
200,0.5574,Thu Sep 27 19:14:38 +0000 2018,0.0,0.184,@CNN,"Supreme Court nominee Brett Kavanaugh is testifying before the Senate Judiciary Committee. Christine Blasey Ford, w… https://t.co/mlpWtxeVyS",1
201,0.0,Thu Sep 27 19:07:59 +0000 2018,0.0,0.0,@CNN,"Watch CNN's continued coverage of today’s Kavanaugh-Ford hearing at https://t.co/9eyGMgsaH6 on your desktop, smartp… https://t.co/iJrFITZtEi",2
202,-0.8315,Thu Sep 27 19:01:47 +0000 2018,0.316,0.0,@CNN,"""It's not great. ... But we're stuck with it."" Sen. John Cornyn expressed some frustration with the format of the S… https://t.co/0rgFARFX33",3
203,0.0,Thu Sep 27 18:50:26 +0000 2018,0.0,0.0,@CNN,"Republicans look on as Rachel Mitchell, a Republican prosecutor from Arizona, questions Christine Blasey Ford on th… https://t.co/a7qbB3YHV0",4
204,0.0,Thu Sep 27 18:46:39 +0000 2018,0.0,0.0,@CNN,The White House says President Trump's meeting with Deputy Attorney General Rod Rosenstein has been postponed… https://t.co/yZw5WRCNqz,5
205,0.0,Thu Sep 27 18:40:23 +0000 2018,0.0,0.0,@CNN,"RT @CNNPolitics: GOP Sen. Lindsey Graham: “All I can say, is that we are 40 something days away from the elections and their goal, not Mrs.…",6
206,0.0,Thu Sep 27 18:39:43 +0000 2018,0.0,0.0,@CNN,How Fox News is covering Christine Blasey Ford's testimony https://t.co/d0UDCa2BOp https://t.co/aK0BYaDB1O,7
207,0.6681,Thu Sep 27 18:14:06 +0000 2018,0.047,0.22,@CNN,Sen. Kamala Harris to Christine Blasey Ford: “You are not on trial… I want to thank you for your courage and I want… https://t.co/7kUKndhOTm,8
208,0.3182,Thu Sep 27 18:01:56 +0000 2018,0.147,0.247,@CNN,"Christine Blasey Ford says she is ""100 percent"" certain Supreme Court nominee Brett Kavanaugh assaulted her… https://t.co/fBKNcrsWik",9
209,0.0,Thu Sep 27 17:48:18 +0000 2018,0.0,0.0,@CNN,"RT @CNNPolitics: GOP Sen. Lindsey Graham: “What happened to her, I don’t know. Why don’t you believe (Kavanaugh)? What is it about him you…",10
210,0.7003,Thu Sep 27 17:40:11 +0000 2018,0.0,0.367,@CNN,"Republican senator on Kavanaugh accuser: 'She's an attractive, good witness' https://t.co/lL2Uu5zKgy https://t.co/1ZV48btQnQ",11
211,0.0,Thu Sep 27 17:30:10 +0000 2018,0.0,0.0,@CNN,Takeaways from the Brett Kavanaugh-Christine Blasey Ford hearings | Analysis by @CillizzaCNN https://t.co/FbX4U4SuQO https://t.co/0L1yCqbAlF,12
212,0.0,Thu Sep 27 17:10:09 +0000 2018,0.0,0.0,@CNN,One Republican senator who went up to say something to Christine Blasey Ford as a break began was Nebraska Republic… https://t.co/ZG2kiSxpZz,13
213,0.0,Thu Sep 27 17:05:06 +0000 2018,0.0,0.0,@CNN,"Watch CNN's continued coverage of today’s Kavanaugh-Ford hearing at https://t.co/9eyGMgsaH6 on your desktop, smartp… https://t.co/wUBclj08LN",14
214,0.3612,Thu Sep 27 17:00:04 +0000 2018,0.0,0.152,@CNN,Democratic Sen. Mazie Hirono's re-election campaign apologizes for sending a fundraising email regarding the assaul… https://t.co/lIsbc0AzEe,15
215,0.0,Thu Sep 27 16:50:02 +0000 2018,0.0,0.0,@CNN,The White House says the previously announced meeting between President Trump and Deputy Attorney General Rod Rosen… https://t.co/l9tHCvrwRX,16
216,0.0,Thu Sep 27 16:40:19 +0000 2018,0.0,0.0,@CNN,"Sen. Amy Klobuchar, a Democrat from Minnesota, asked Christine Ford about the things she remembers about the night… https://t.co/xXqJK2vF86",17
217,0.0,Thu Sep 27 16:30:09 +0000 2018,0.0,0.0,@CNN,21 questions Brett Kavanaugh could face today under oath | Analysis by @zbyronwolf and @GregJKrieg… https://t.co/ZM5MexiMpv,18
218,-0.5106,Thu Sep 27 16:20:26 +0000 2018,0.202,0.0,@CNN,RT @CNNnewsroom: Sen. Sheldon Whitehouse tells Christine Blasey Ford a lack of FBI investigation into her accusation against Brett Kavanaug…,19
219,0.0,Thu Sep 27 16:20:10 +0000 2018,0.0,0.0,@CNN,"Tarana Burke, founder of the #MeToo movement, is in the room watching today's hearing. She's wearing a handmade sti… https://t.co/XXzrpc8vHb",20
220,0.0,Thu Sep 27 16:13:24 +0000 2018,0.0,0.0,@CNN,"Across the world, people are watching the Kavanaugh-Ford hearing, and this includes passengers on airplanes. Here's… https://t.co/AjYxaW9MLh",21
221,0.0,Thu Sep 27 16:00:10 +0000 2018,0.0,0.0,@CNN,Read Sen. Chuck Grassley's written opening statement for the Kavanaugh and Ford hearing https://t.co/w9fLUkmXpi,22
222,-0.34,Thu Sep 27 15:58:44 +0000 2018,0.217,0.13,@CNN,"RT @CNNPhotos: Christine Blasey Ford, who has accused Supreme Court nominee Brett Kavanaugh of sexual assault, is sworn in before testifyin…",23
223,0.0,Thu Sep 27 15:56:53 +0000 2018,0.0,0.0,@CNN,"RT @CNNnewsroom: Sen. Kirsten Gillibrand: ""I just don't know how any Republican could vote for Brett Kavanaugh after hearing her""

Follow l…",24
224,-0.2263,Thu Sep 27 15:51:04 +0000 2018,0.112,0.0,@CNN,Republican governor says Kavanaugh allegations are 'sickening' and calls on the Senate to postpone vote… https://t.co/NKraQx9t8k,25
225,-0.5106,Thu Sep 27 15:43:59 +0000 2018,0.142,0.0,@CNN,Sen. Dick Durbin calls for Mark Judge — the other individual who Christine Blasey Ford claims was in the room durin… https://t.co/m4saQVkI5C,26
226,0.0,Thu Sep 27 15:36:00 +0000 2018,0.0,0.0,@CNN,Watch the second part of Christine Blasey Ford’s statement before the Senate Judiciary Committee… https://t.co/3xU1E7lwY3,27
227,-0.6395,Thu Sep 27 15:35:02 +0000 2018,0.216,0.0,@CNN,Christine Blasey Ford in her opening statement: “I am here today not because I want to be. I am terrified. I am her… https://t.co/PlIxAyZ40K,28
228,-0.6908,Thu Sep 27 15:32:46 +0000 2018,0.242,0.072,@CNN,"RT @CNN: Sen. Dick Durbin: “Dr. Ford: With what degree of certainty do you believe Brett Kavanaugh assaulted you?”

Christine Blasey Ford:…",29
229,-0.6908,Thu Sep 27 15:30:24 +0000 2018,0.271,0.081,@CNN,"Sen. Dick Durbin: “Dr. Ford: With what degree of certainty do you believe Brett Kavanaugh assaulted you?”

Christin… https://t.co/QTKRw6iaK8",30
230,-0.5859,Thu Sep 27 15:27:11 +0000 2018,0.174,0.0,@CNN,"Christine Blasey Ford testifies on what she remembers most vividly from the alleged assault: ""Indelible in the hipp… https://t.co/QAzAAdCeww",31
231,-0.1779,Thu Sep 27 15:18:59 +0000 2018,0.086,0.0,@CNN,"Christine Blasey Ford, her voice shaking, describes the night in the 1980s when she alleges Brett Kavanaugh sexuall… https://t.co/9dR9mAJRfn",32
232,0.7169,Thu Sep 27 15:15:46 +0000 2018,0.0,0.206,@CNN,"RT @CNNPolitics: Feinstein: ""How are you so sure that it was (Kavanaugh)?”

Ford: ""The same way that I'm sure that I'm talking to you right…",33
233,0.2263,Thu Sep 27 15:10:53 +0000 2018,0.0,0.106,@CNN,A source close to Christine Blasey Ford says she wrote her prepared remarks herself. Read them here: https://t.co/WOjntkmHjE,34
234,0.0,Thu Sep 27 14:50:18 +0000 2018,0.0,0.0,@CNN,Senate Judiciary Committee Chairman Chuck Grassley on the FBI reports conducted while vetting Brett Kavanaugh: “Now… https://t.co/FEH942aNna,35
235,0.0,Thu Sep 27 14:40:27 +0000 2018,0.0,0.0,@CNN,Sen. Dianne Feinstein: “This is not a trial of Dr. Ford. It’s a job interview for Judge Kavanaugh... Is he the best… https://t.co/mEvp73xYEH,36
236,0.4019,Thu Sep 27 14:32:01 +0000 2018,0.081,0.153,@CNN,Here are a few of the protests and rallies happening around the country during today's hearing with Supreme Court n… https://t.co/DyxQjNYVV8,37
237,-0.0772,Thu Sep 27 14:26:08 +0000 2018,0.138,0.123,@CNN,Senate Judiciary Chairman Chuck Grassley apologizes to Brett Kavanaugh and Christine Blasey Ford for threats they’v… https://t.co/RLMNILhUir,38
238,0.0,Thu Sep 27 14:20:10 +0000 2018,0.0,0.0,@CNN,"When he does arrive on Capitol Hill, Judge Brett Kavanaugh is planning to watch at least the first portion of Chris… https://t.co/aa70nIfmtZ",39
239,0.0516,Thu Sep 27 14:11:03 +0000 2018,0.093,0.102,@CNN,Senate Democrats are not expected to consolidate their time at today's hearing -– meaning no one is giving up their… https://t.co/l2pzPb1M4f,40
240,-0.34,Thu Sep 27 14:06:26 +0000 2018,0.234,0.141,@CNN,"Supreme Court nominee Brett Kavanaugh and Christine Blasey Ford, who has accused him of sexual assault, are testify… https://t.co/XlZguy4H8T",41
241,0.4019,Thu Sep 27 14:04:37 +0000 2018,0.0,0.119,@CNN,"Pres. Trump and VP Pence phoned Kavanaugh to voice support for him ahead of today's hearing

Trump's message for Ka… https://t.co/3zmwUz1yWe",42
242,0.2263,Thu Sep 27 14:01:34 +0000 2018,0.0,0.275,@CNN,Read Brett Kavanaugh's prepared remarks: https://t.co/nx3jHCLrXw,43
243,0.0,Thu Sep 27 14:00:08 +0000 2018,0.0,0.0,@CNN,"Here's what Christine Blasey Ford will say in her opening statement: https://t.co/VunSNA1VcJ

Read the full stateme… https://t.co/ZVoPKSxp1V",44
244,0.0,Thu Sep 27 13:55:03 +0000 2018,0.0,0.0,@CNN,21 questions Brett Kavanaugh could face today under oath | Analysis by @zbyronwolf and @GregJKrieg… https://t.co/oPH5R0FJnZ,45
245,0.0,Thu Sep 27 13:50:08 +0000 2018,0.0,0.0,@CNN,"Watch CNN's full coverage of today’s Kavanaugh-Ford hearing at https://t.co/9eyGMgsaH6 on your desktop, smartphone,… https://t.co/2CPS09PRLB",46
246,-0.5994,Thu Sep 27 13:45:00 +0000 2018,0.151,0.0,@CNN,This Texan might be America’s first Filipina in Congress. Gina Ortiz Jones is an LGBTQ Iraq war vet who wants to pr… https://t.co/dkt9oPRtKY,47
247,0.1531,Thu Sep 27 13:39:31 +0000 2018,0.0,0.096,@CNN,@taiyo_masuda @GoPro Watch a seal slap a kayaker in the face -- with an octopus: https://t.co/bwsSC3h3Ff (Corrects… https://t.co/Hkhj7fowAz,48
248,0.0,Thu Sep 27 13:30:00 +0000 2018,0.0,0.0,@CNN,Amazon's Alexa-enabled microwave can respond to your commands and figure out how long to cook your dinner… https://t.co/zn1Ee0YgVQ,49
249,-0.3182,Thu Sep 27 13:23:18 +0000 2018,0.103,0.0,@CNN,RT @AC360: CNN’s Randi Kaye speaks with independent voters on Judge Kavanaugh and the accusations against him ahead of Thursday’s testimony…,50
250,0.0,Thu Sep 27 13:20:09 +0000 2018,0.0,0.0,@CNN,"Kavanaugh, Ford set to testify in Senate Judiciary Committee hearing https://t.co/89CaGexjfn https://t.co/sCR2nBmVQT",51
251,-0.6486,Thu Sep 27 13:12:23 +0000 2018,0.301,0.0,@CNN,9-year-old girl among nearly 200 dead in Nigeria floods https://t.co/V4qyxOZjQ9 https://t.co/6Bv1QJWgbH,52
252,0.0,Thu Sep 27 13:00:48 +0000 2018,0.0,0.0,@CNN,RT @mj_lee: Will be inside the room for Christine Blasey Ford and Brett Kavanaugh hearing today. Here’s Ford’s view this morning: https://t…,53
253,0.0,Thu Sep 27 13:00:12 +0000 2018,0.0,0.0,@CNN,"Watch CNN's full coverage of today’s Kavanaugh-Ford hearing at https://t.co/9eyGMgsaH6 on your desktop, smartphone,… https://t.co/lfK4QGebUz",54
254,0.4588,Thu Sep 27 12:50:04 +0000 2018,0.0,0.13,@CNN,This custodian has been spreading kindness at Bristol University for more than 11 years so students at the school l… https://t.co/7gHyLzo99e,55
255,-0.6597,Thu Sep 27 12:40:11 +0000 2018,0.18,0.0,@CNN,This 2-year-old boy has a rare form of terminal brain cancer. Doctors believe he won't live until Christmas -- so h… https://t.co/ppVTiogLPt,56
256,0.7096,Thu Sep 27 12:30:07 +0000 2018,0.0,0.247,@CNN,A day that will resonate in history: As the Supreme Court nominee and his original accuser appear before a Senate p… https://t.co/k3rsc0NLrY,57
257,0.0,Thu Sep 27 12:25:05 +0000 2018,0.0,0.0,@CNN,21 questions Brett Kavanaugh could face today under oath | Analysis by @zbyronwolf and @GregJKrieg… https://t.co/M4i0E3NVyC,58
258,0.0,Thu Sep 27 12:20:05 +0000 2018,0.0,0.0,@CNN,"When Christine Blasey Ford sits down Thursday morning to testify, she will bring with her the memory of the 1991 he… https://t.co/UoiAgBpLGL",59
259,0.0,Thu Sep 27 12:15:04 +0000 2018,0.0,0.0,@CNN,6 things to watch in today's hearing with Brett Kavanaugh and Christine Blasey Ford https://t.co/t8ztbyVo3J https://t.co/fxo0HyOi4a,60
260,0.4215,Thu Sep 27 12:13:14 +0000 2018,0.0,0.257,@CNN,"Read Christine Blasey Ford's prepared testimony: https://t.co/eYhLgQkgjH

Read Brett Kavanaugh's prepared remarks: https://t.co/nU8u9OBhSJ",61
261,-0.1779,Thu Sep 27 12:10:00 +0000 2018,0.078,0.0,@CNN,A long-lost warship has been discovered off the coast of China after an extensive hunt to track down relics from fr… https://t.co/BdvrPQ60Cl,62
262,-0.3182,Thu Sep 27 12:05:37 +0000 2018,0.119,0.0,@CNN,"Julie Swetnick, who went public on Wednesday with her accusations against Brett Kavanaugh, was represented in a sex… https://t.co/9yoj1kAUWN",63
263,-0.4019,Thu Sep 27 12:00:07 +0000 2018,0.172,0.0,@CNN,The case Kavanaugh has to make and his slim margin of error https://t.co/fjUCY9DJGx https://t.co/kQgRE2WMNJ,64
264,0.5574,Thu Sep 27 11:50:07 +0000 2018,0.0,0.175,@CNN,The prosecutor selected to serve as outside counsel for the Republican-led Senate Judiciary Committee at Supreme Co… https://t.co/zW7fYd5DxG,65
