,compound,date,negative,positive,source,text,tweets ago
401,0.0,Thu Sep 27 19:25:03 +0000 2018,0.0,0.0,@nytimes,"At the #nytnewrules summit, 

Candidates @PearlKimPA of Pennsylvania and @RashidaTlaib of Michigan are discussing w… https://t.co/3ZfhvDxkzu",2
402,-0.5956,Thu Sep 27 19:14:53 +0000 2018,0.205,0.0,@nytimes,"RT @npfandos: A very, very angry Kavanaugh in his opener: ""This confirmation process has become a national disgrace.""",3
403,-0.5859,Thu Sep 27 19:12:04 +0000 2018,0.192,0.0,@nytimes,Breaking News: Live video: Brett Kavanaugh is responding to sexual assault allegations described in dramatic testim… https://t.co/m7a824A2Zu,4
404,0.0,Thu Sep 27 19:10:05 +0000 2018,0.0,0.0,@nytimes,"In Opinion

Op-Ed columnist @FrankBruni writes of Dr. Christine Blasey Ford's testimony, ""She came across as both p… https://t.co/Vrc4M6KQyT",5
405,0.0,Thu Sep 27 18:55:06 +0000 2018,0.0,0.0,@nytimes,"For 12 days, Dr. Blasey was an idea rather than a person, sight unseen. But on Thursday, she became very real, tell… https://t.co/EOmlYp7oNE",6
406,-0.6159,Thu Sep 27 18:40:04 +0000 2018,0.201,0.0,@nytimes,"After 45 years, more than 1,000 fights and some of the most lucrative and controversial matches of all time, HBO is… https://t.co/fn8wGBdu4y",7
407,0.0305,Thu Sep 27 18:39:16 +0000 2018,0.07,0.076,@nytimes,RT @peterbakernyt: Mitchell finishes the Republican side’s questioning of Christine Blasey Ford without shaking her account or even meaning…,8
408,0.0,Thu Sep 27 18:31:17 +0000 2018,0.0,0.0,@nytimes,Dr. Christine Blasey Ford’s testimony has ended.The Senate Judiciary Committee will reconvene to hear Judge Brett K… https://t.co/duR4AGG0vX,9
409,-0.6908,Thu Sep 27 18:29:22 +0000 2018,0.241,0.0,@nytimes,RT @peterbakernyt: Christine Blasey Ford's harrowing account of a sexual assault brought some women to tears and sent shudders through the…,10
410,0.2144,Thu Sep 27 18:15:03 +0000 2018,0.061,0.1,@nytimes,"Bill Cosby's sentencing is a #MeToo moment cheered by many women. But at the very same moment, another milestone of… https://t.co/K8tdvKMan2",11
411,-0.2263,Thu Sep 27 18:10:58 +0000 2018,0.101,0.0,@nytimes,Update: Trump’s meeting with Rosenstein has been delayed until next week. “The president spoke with Rod Rosenstein… https://t.co/LEVXWLluNh,12
412,0.0,Thu Sep 27 18:08:05 +0000 2018,0.0,0.0,@nytimes,"Live at the #nytnewrules summit:

Journalists @emilybazelon @BretStephensNYT @mega2e @emilysteel @carolynryan are d… https://t.co/zv6ZDvj7rO",13
413,-0.128,Thu Sep 27 18:00:43 +0000 2018,0.134,0.115,@nytimes,"Senator Lindsay Graham delivered a threat to Democrats: “If this is the new norm, you better watch out for your nom… https://t.co/9MfAby2QB3",14
414,-0.5574,Thu Sep 27 18:00:09 +0000 2018,0.175,0.0,@nytimes,“My only sin is the extrajudicial killings.” President Duterte said for the first time that extrajudicial killings… https://t.co/6bW4YvshSm,15
415,0.7184,Thu Sep 27 17:58:51 +0000 2018,0.0,0.24,@nytimes,RT @mccanner: Senator Cory Booker just introduced a letter from the Mormon Women for Ethical Government in favor of investigating the Kavan…,16
416,-0.2023,Thu Sep 27 17:53:54 +0000 2018,0.096,0.0,@nytimes,"Julie Swetnick, the third woman to accuse Judge Kavanaugh of sexual misconduct restated, through her lawyer Michael… https://t.co/Eqv2ZYz4qz",17
417,0.0,Thu Sep 27 17:46:28 +0000 2018,0.0,0.0,@nytimes,"During the lunch break, Senator Orrin Hatch said of Dr. Blasey to reporters, “I don’t think she’s uncredible. I thi… https://t.co/TSI9FWDlKi",18
418,-0.3182,Thu Sep 27 17:45:03 +0000 2018,0.103,0.0,@nytimes,"RT @dagnysalas: Your one place for @nytimes links on Brett Kavanaugh, Christine Blasey Ford, the other accusations, the fallout, Anita Hill…",19
419,-0.4215,Thu Sep 27 17:45:03 +0000 2018,0.127,0.053,@nytimes,"On her show, Samantha Bee slammed Brett Kavanaugh’s defenders: “No one’s life is ruined if they don’t get to be on… https://t.co/fEBJ12iOjR",20
420,0.0,Thu Sep 27 17:42:12 +0000 2018,0.0,0.0,@nytimes,Senator Mazie Hirono of Hawaii has made national headlines in the last week with her blunt comments about the treat… https://t.co/n1PAKJWAiW,21
421,-0.1027,Thu Sep 27 17:39:22 +0000 2018,0.091,0.0,@nytimes,The Senate Judiciary Committee has reconvened for further questioning of Dr. Christine Blasey Ford https://t.co/9OBVg7sD11,22
422,0.6597,Thu Sep 27 17:36:29 +0000 2018,0.0,0.221,@nytimes,Dr. Christine Blasey’s Ford's testimony inspired at least one woman to call into C-SPAN3 to share their own story o… https://t.co/0yc6m930Pb,23
423,0.0,Thu Sep 27 17:30:08 +0000 2018,0.0,0.0,@nytimes,"On Friday, Google’s chief executive Sundar Pichai will meet with the Republican House majority leader and more than… https://t.co/6e4LrPUlCd",24
424,-0.1779,Thu Sep 27 17:26:56 +0000 2018,0.086,0.0,@nytimes,"With Republicans deferring to Rachel Mitchell, Democrats used their time to make broad political points about the i… https://t.co/Kxan2cYYHZ",25
425,0.1655,Thu Sep 27 17:15:05 +0000 2018,0.0,0.076,@nytimes,"“His Favorites,” a new novel by Kate Walbert, is primed to be a major work for the #MeToo movement. But rather than… https://t.co/5Cf10qkmFd",26
426,-0.0772,Thu Sep 27 17:00:02 +0000 2018,0.1,0.086,@nytimes,"In 2017, top executives in Nike’s sports marketing group were about to cut Colin Kaepernick from Nike’s sponsorship… https://t.co/5RCQlJ3jqT",27
427,0.0772,Thu Sep 27 16:51:05 +0000 2018,0.0,0.071,@nytimes,"Senator Chris Coons asked Dr. Christine Blasey Ford's reaction to the ""excuse that boys will be boys""… https://t.co/bQeihPMmNL",28
428,0.0,Thu Sep 27 16:45:09 +0000 2018,0.0,0.0,@nytimes,How Americans across the U.S. are reacting to Dr. Christine Blasey Ford's testimony https://t.co/gFPzBazNQ0,29
429,0.0,Thu Sep 27 16:31:16 +0000 2018,0.0,0.0,@nytimes,"For a group of women watching the hearings in Maine — the home state of Senator Susan Collins, whose vote will be p… https://t.co/kjvoN8ZYQq",30
430,0.0,Thu Sep 27 16:30:06 +0000 2018,0.0,0.0,@nytimes,New York City is the latest place to offer gender-neutral birth certificates. But with federal agencies that admini… https://t.co/jp8snJDBhz,31
431,-0.1531,Thu Sep 27 16:22:24 +0000 2018,0.124,0.101,@nytimes,"Dr. Christine Blasey Ford, who has made her fear of flying clear, said that taking a polygraph test was almost as a… https://t.co/WoX4Wb4JgP",32
432,-0.6249,Thu Sep 27 16:15:04 +0000 2018,0.268,0.094,@nytimes,"In May, 5 former Redskins cheerleaders spoke anonymously to the Times about sexual harassment and intimidation on t… https://t.co/stfPInVrCc",33
433,-0.6249,Thu Sep 27 16:00:57 +0000 2018,0.255,0.086,@nytimes,"Dr. Christine Blasey Ford said she was “100%” certain Brett Kavanaugh was her attacker, rebutting a GOP argument ab… https://t.co/ggly2iUmXP",34
434,0.0,Thu Sep 27 16:00:06 +0000 2018,0.0,0.0,@nytimes,"President Trump called a paid China Daily insert in an Iowa newspaper ""propaganda."" Chinese officials said the adve… https://t.co/Ct75uLuCMm",35
435,-0.4767,Thu Sep 27 15:52:40 +0000 2018,0.14,0.0,@nytimes,"At the #nytnewrules summit

Cecile Richards on the Kavanaugh hearing: ""It's one thing for our president to attack w… https://t.co/RsRo83hGCE",36
436,-0.1027,Thu Sep 27 15:52:13 +0000 2018,0.069,0.0,@nytimes,"As the questioning got underway, the GOP choice to turn over questions to Rachel Mitchell appeared cumbersome, as i… https://t.co/mLkbMFh3R1",37
437,-0.7964,Thu Sep 27 15:45:03 +0000 2018,0.283,0.0,@nytimes,"For the first time, a man has been fined under a new French law making verbal sexual harassment illegal. A court fi… https://t.co/qEuwzYnTmR",38
438,0.0,Thu Sep 27 15:44:48 +0000 2018,0.0,0.0,@nytimes,"RT @SherylNYT: .@ChuckGrassley , asked if he finds Christine Blasey Ford credible: “Let me suggest this. I know that we’ve got to take what…",39
439,0.0,Thu Sep 27 15:40:26 +0000 2018,0.0,0.0,@nytimes,"As other senators sought to clarify Dr. Christine Blasey Ford’s memory, Senator Richard Durbin took the question he… https://t.co/e7oWATe4nG",40
440,-0.1027,Thu Sep 27 15:38:03 +0000 2018,0.072,0.0,@nytimes,"RT @SherylNYT: Here is the map of Kavanaugh’s neighborhood that Ms. Mitchell, the GOP questioner, introduced in questioning. https://t.co/U…",41
441,0.4404,Thu Sep 27 15:32:57 +0000 2018,0.0,0.132,@nytimes,"Senator Patrick Leahy asked Dr. Christine Blasey Ford the strongest memory she had of the incident. 

She said, ""Th… https://t.co/JitZmd16f5",42
442,0.0,Thu Sep 27 15:30:11 +0000 2018,0.0,0.0,@nytimes,"As many as 40,000 workers at the three big airports that serve New York City are on a path to earning at least $19… https://t.co/SAsTzJRudu",43
443,0.0,Thu Sep 27 15:21:16 +0000 2018,0.0,0.0,@nytimes,"Republicans have relinquished their 5-minute question periods to a veteran prosecutor, Rachel Mitchell, though also… https://t.co/MY5sUpw9kZ",44
444,-0.8074,Thu Sep 27 15:15:06 +0000 2018,0.289,0.0,@nytimes,"4 years after the killing of Melissa Millan, who was stabbed while jogging, a man walked into his pastors’ home and… https://t.co/ETFdYrS1Yq",45
445,-0.8176,Thu Sep 27 15:07:57 +0000 2018,0.309,0.0,@nytimes,"""It was hard for me to breathe, and I thought that Brett was accidentally going to kill me,"" Blasey Ford told senat… https://t.co/wueEJ16GQ0",46
446,0.0,Thu Sep 27 15:00:20 +0000 2018,0.0,0.0,@nytimes,Bill Cosby is now occupying a single 7-by-13-foot cell with a 10-foot ceiling https://t.co/VjOFEQ7jhu,47
447,0.0258,Thu Sep 27 14:57:59 +0000 2018,0.072,0.077,@nytimes,"Dr. Christine Blasey Ford delivered her opening statement, at times through tears, at times resolute — but always w… https://t.co/Vaa9nsYJWn",48
448,-0.296,Thu Sep 27 14:55:18 +0000 2018,0.115,0.0,@nytimes,Watch the contentious moment between Senators Dianne Feinstein and Charles Grassley at the beginning of the hearing… https://t.co/kuTZYpKTXU,49
449,0.0,Thu Sep 27 14:50:07 +0000 2018,0.0,0.0,@nytimes,"RT @mccanner: We talked this week with Senator John Kennedy, one of the Republican members of the Judiciary Committee, about what he's thin…",50
450,-0.2263,Thu Sep 27 14:45:03 +0000 2018,0.091,0.0,@nytimes,The White House hinted that a meeting between President Trump and Rod Rosenstein could be delayed a few hours or re… https://t.co/HKgORJwcp3,51
451,0.1513,Thu Sep 27 14:44:05 +0000 2018,0.0,0.086,@nytimes,RT @amyvirshup: Yale Law School is experiencing an unusually intense bout of existential hand-wringing over Kavanaugh nomination. @davidwch…,52
452,0.2263,Thu Sep 27 14:43:44 +0000 2018,0.0,0.128,@nytimes,"Read Dr. Christine Blasey Ford's prepared statement, as released by the Judiciary Committee https://t.co/kWlhFfRlHn",53
453,0.0,Thu Sep 27 14:35:59 +0000 2018,0.0,0.0,@nytimes,"RT @SherylNYT: Dianne Feinstein: “This is not a trial, Dr. Ford, if it’s a job interview for Judge Kavanaugh. Is Brett Kavanaugh  who we wa…",54
454,-0.4939,Thu Sep 27 14:32:00 +0000 2018,0.144,0.0,@nytimes,"RT @kbennhold: A year ago Erdogan called Germany's government ""enemies of Turkey."" This week he's being treated to a full-blown state visit…",55
455,0.0,Thu Sep 27 14:22:47 +0000 2018,0.0,0.0,@nytimes,"RT @SherylNYT: The view from the back of the room as Dr. Christine Blasey Ford faces the Senate Judiciary Committee, making her first publi…",56
456,0.0,Thu Sep 27 14:15:39 +0000 2018,0.0,0.0,@nytimes,"In the minutes before Dr. Christine Blasey Ford arrived on Capitol Hill, Deborah Ramirez, another of Judge Brett Ka… https://t.co/R7csxDgVXx",57
457,0.0,Thu Sep 27 14:15:06 +0000 2018,0.0,0.0,@nytimes,Mark Judge’s online persona: Selfie videos and filming young women https://t.co/ua1JOlMQXT,58
458,-0.5859,Thu Sep 27 14:04:40 +0000 2018,0.174,0.0,@nytimes,Breaking News: Live video: Watch Christine Blasey Ford testify about her sexual assault claim against Judge Brett K… https://t.co/2LizqETtZM,59
459,0.4404,Thu Sep 27 14:04:22 +0000 2018,0.0,0.121,@nytimes,RT @SherylNYT: Kavanaugh supporters rally on Capitol Hill. Police dog can be heard barking in the background. Watch @nytimes for live cover…,60
460,0.296,Thu Sep 27 14:00:07 +0000 2018,0.097,0.15,@nytimes,Judges Clarence Thomas and Brett Kavanaugh were accused of sexual misconduct. Justice Thomas now sits on the bench… https://t.co/A2RdenlTQX,61
461,0.0,Thu Sep 27 13:55:49 +0000 2018,0.0,0.0,@nytimes,RT @SherylNYT: Kavanaugh opponents march on Capitol Hill. “Kava-no!” they are chanting. Watch @nytimes for live updates from today’ hearing…,62
462,-0.5267,Thu Sep 27 13:45:05 +0000 2018,0.196,0.0,@nytimes,"President Trump accused China of interfering in the midterm elections, but offered no evidence of how China might b… https://t.co/8Wx1jVe3rg",63
463,-0.5267,Thu Sep 27 13:30:16 +0000 2018,0.139,0.0,@nytimes,RT @mikiebarb: On today's daily: Why Republicans are framing today's hearing as a criminal trial and Democrats are treating it as job inter…,64
464,0.0,Thu Sep 27 13:21:08 +0000 2018,0.0,0.0,@nytimes,RT @SherylNYT: Here’s your guide for today’s Kavanaugh hearings. I’ll be in the room. Watch for news and analysis from @nytimes live briefi…,65
465,0.2263,Thu Sep 27 13:14:06 +0000 2018,0.0,0.213,@nytimes,Read Dr. Christine Blasey Ford's prepared statement https://t.co/7TN59g1R7B,66
466,0.0,Thu Sep 27 13:12:44 +0000 2018,0.0,0.0,@nytimes,"Stacy Brown-Philpot of @taskrabbit, Belinda Johnson of @Airbnb, and @aileenlee of @CowboyVC are disrupting Silicon… https://t.co/dwIABVnlL6",67
467,0.0,Thu Sep 27 13:00:18 +0000 2018,0.0,0.0,@nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/hzoUgH5GjF https://t.co/Ke8dPzUXuO,68
468,0.296,Thu Sep 27 12:45:05 +0000 2018,0.0,0.109,@nytimes,RT @JulietMacur: Two former Washington Redskins cheerleaders couldn’t bear to remain silent anymore after speaking anonymously to the @nyti…,69
469,-0.6369,Thu Sep 27 12:31:07 +0000 2018,0.189,0.0,@nytimes,"Rachel Mitchell has a long record as an evenhanded prosecutor of sex and domestic abuse cases, though some Arizonan… https://t.co/gUpsQQcaLu",70
470,0.0,Thu Sep 27 12:15:02 +0000 2018,0.0,0.0,@nytimes,"It was a ""moment of yuck,"" the kayaker said https://t.co/om7zrHSINs",71
471,0.0,Thu Sep 27 12:00:08 +0000 2018,0.0,0.0,@nytimes,"Your daily @DealBook Briefing:

• Founders may think twice about selling to Facebook. 

• SoftBank's founder has th… https://t.co/LO93gtGsmL",72
472,0.8614,Thu Sep 27 11:45:06 +0000 2018,0.076,0.322,@nytimes,RT @taffyakner: Turns out the celebrity profile is *not* dead but some people very much wish it were. Please enjoy my story about Bradley C…,73
473,0.0,Thu Sep 27 11:29:05 +0000 2018,0.0,0.0,@nytimes,"""I am here because I believe it is my civic duty to tell you what happened to me while Brett Kavanaugh and I were i… https://t.co/hypk81OTZ0",74
474,-0.1027,Thu Sep 27 11:15:07 +0000 2018,0.076,0.0,@nytimes,Republicans and Democrats are expected to take very different approaches to the questioning of Judge Brett Kavanaug… https://t.co/9Ki598qAe3,75
475,-0.8176,Thu Sep 27 11:00:08 +0000 2018,0.319,0.0,@nytimes,"An estimated 383,000 people have died as a result of South Sudan’s civil war, according to a new report https://t.co/MI06y8EABG",76
476,-0.6369,Thu Sep 27 10:45:01 +0000 2018,0.284,0.116,@nytimes,"President Trump complained that ""evil people,"" including women in search of fame and fortune, routinely fabricate s… https://t.co/0BacyO4QGb",77
477,-0.2263,Thu Sep 27 10:31:03 +0000 2018,0.112,0.0,@nytimes,Voters who are undecided today may hold the key to the midterm elections in November https://t.co/zECThxHna1,78
478,-0.765,Thu Sep 27 10:21:43 +0000 2018,0.313,0.052,@nytimes,"Across Britain, the number of children living in poverty has jumped sharply in the past 6 years. Critics blame this… https://t.co/8amd5iUet2",79
479,0.3818,Thu Sep 27 10:19:26 +0000 2018,0.0,0.102,@nytimes,"""As we spoke to parents,"" the head teacher said, ""it became clear that for many of them, it was caused by changes t… https://t.co/hJITp5qH0D",80
480,-0.4767,Thu Sep 27 10:15:27 +0000 2018,0.177,0.0,@nytimes,"Initially, the head teacher and her staff were puzzled: Many parents held jobs, even if they struggled to cover the… https://t.co/YNM6Y7XQWP",81
481,0.0772,Thu Sep 27 10:11:02 +0000 2018,0.0,0.067,@nytimes,"Two years ago, the staff at this elementary school in England noticed an increasing number of youngsters returning… https://t.co/KhiweVh1pL",82
482,0.0,Thu Sep 27 10:02:02 +0000 2018,0.0,0.0,@nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/2wxLkUNr1S https://t.co/FJcgBLKalX,83
483,0.0,Thu Sep 27 09:44:02 +0000 2018,0.0,0.0,@nytimes,"In Opinion

Op-Ed contributor Kate Manne writes: ""We're in a moment during which himpathy is so thoroughly on displ… https://t.co/YPrEfp14Np",84
484,-0.3818,Thu Sep 27 09:30:10 +0000 2018,0.167,0.0,@nytimes,"“I don’t know who got a bigger fright: the seal, me or the octopus” https://t.co/ezjxKiylYe",85
485,0.4201,Thu Sep 27 09:15:04 +0000 2018,0.0,0.104,@nytimes,"RT @rsulcas: ""I really like to dance."" Anne Teresa de Keersmaeker on her new ""Six Brandenburg Concertos,"" and why she wants to do ""West Sid…",86
486,0.3612,Thu Sep 27 09:00:10 +0000 2018,0.0,0.294,@nytimes,"“Tiger looked like the old Tiger"" https://t.co/2uQtk5ow4d",87
487,-0.6908,Thu Sep 27 08:45:03 +0000 2018,0.251,0.0,@nytimes,Journalists from Britain and Russia say they have identified one of the men suspected of poisoning a former Russian… https://t.co/u1mHxT2sgp,88
488,0.0,Thu Sep 27 08:30:06 +0000 2018,0.0,0.0,@nytimes,We asked artists what they'd do if they could go to the moon. Kara Walker would establish a colony and send white s… https://t.co/OCgH7dnAnD,89
489,-0.3818,Thu Sep 27 08:15:04 +0000 2018,0.218,0.109,@nytimes,The children of Britain’s working poor are going hungry. Austerity programs have cut benefits and may affect young… https://t.co/8NW788YX2q,90
490,0.0,Thu Sep 27 08:00:12 +0000 2018,0.0,0.0,@nytimes,"After taking $4.3 million from an Alaska bank, prosecutors say, a man flew to Washington State, drove to California… https://t.co/6ashPessbN",91
491,0.0,Thu Sep 27 07:45:03 +0000 2018,0.0,0.0,@nytimes,Bill Cosby is now occupying a single 7-by-13-foot cell with a 10-foot ceiling https://t.co/sj2R8EK0nY,92
492,-0.4215,Thu Sep 27 07:30:07 +0000 2018,0.128,0.0,@nytimes,A former Google employee sent a letter to Congress suggesting that the company broke its own privacy rules as it wo… https://t.co/2NEKu9PT8p,93
493,0.5106,Thu Sep 27 07:15:01 +0000 2018,0.0,0.142,@nytimes,"In a letter, Pope Francis urged Chinese Catholics to “place your trust ever more firmly in the Lord of history and… https://t.co/jKtLgNc0JJ",94
494,-0.2846,Thu Sep 27 07:00:02 +0000 2018,0.097,0.0,@nytimes,"""The central disappointment of these spaces is not that they are so narcissistic, but rather that they seem to have… https://t.co/XjpOIJVbMA",95
495,0.3182,Thu Sep 27 06:45:06 +0000 2018,0.0,0.119,@nytimes,"“Yes, please. Mr. Kurd. Go ahead,” President Trump said, referring to a Kurdish journalist. That reporter’s real na… https://t.co/7RZaO4P0GL",96
496,-0.4588,Thu Sep 27 06:30:03 +0000 2018,0.218,0.105,@nytimes,José Mourinho’s biggest problem at Manchester United is not identifying what is wrong. It’s that he does not seem t… https://t.co/AvbdHzBeYY,97
497,0.0,Thu Sep 27 06:15:08 +0000 2018,0.0,0.0,@nytimes,"Showing all of the videos from your travels can be cumbersome. Instead, stitch them together into a short highlight… https://t.co/CJ9moCs9Ck",98
498,0.6908,Thu Sep 27 06:00:06 +0000 2018,0.0,0.263,@nytimes,Democrats are framing the hearing as a job interview to determine Judge Kavanaugh’s fitness to serve; a Supreme Cou… https://t.co/y0OMe3PBm4,99
499,-0.5267,Thu Sep 27 05:45:02 +0000 2018,0.196,0.0,@nytimes,"President Trump accused China of interfering in the midterm elections, but offered no evidence of how China might b… https://t.co/7f9FHcH6XE",100
